"","X","surp_p_val","prev_surp_p_val","has_preview_condition","reread_condition","linear","additive_model","context","context_type"
"1",1,1.47782611881884e-187,1.42014104818383e-34,"Gathering",0,"linear",TRUE,"P","standard_contxt"
"2",2,1.23327121961374e-195,1.1546010261822e-29,"Gathering",0,"linear",TRUE,"P","standard_contxt"
"3",3,9.75417635340541e-183,3.35896055625201e-43,"Gathering",0,"linear",TRUE,"P","standard_contxt"
"4",4,2.90834169963811e-176,3.72721532511516e-28,"Gathering",0,"linear",TRUE,"P","standard_contxt"
"5",5,6.49595162249369e-192,2.76926248521873e-25,"Gathering",0,"linear",TRUE,"P","standard_contxt"
"6",6,2.79302223017804e-170,5.63210989677499e-28,"Gathering",0,"linear",TRUE,"P","standard_contxt"
"7",7,6.71914162152013e-175,6.45561784113168e-26,"Gathering",0,"linear",TRUE,"P","standard_contxt"
"8",8,4.97791285568961e-181,1.41031285912472e-33,"Gathering",0,"linear",TRUE,"P","standard_contxt"
"9",9,1.21098101605181e-183,3.68554925538922e-28,"Gathering",0,"linear",TRUE,"P","standard_contxt"
"10",10,5.84694311095234e-180,4.30725364894667e-28,"Gathering",0,"linear",TRUE,"P","standard_contxt"
"11",11,0,0,"Gathering",0,"nonlinear",TRUE,"P","standard_contxt"
"12",12,0,0,"Gathering",0,"nonlinear",TRUE,"P","standard_contxt"
"13",13,0,0,"Gathering",0,"nonlinear",TRUE,"P","standard_contxt"
"14",14,0,0,"Gathering",0,"nonlinear",TRUE,"P","standard_contxt"
"15",15,0,0,"Gathering",0,"nonlinear",TRUE,"P","standard_contxt"
"16",16,0,0,"Gathering",0,"nonlinear",TRUE,"P","standard_contxt"
"17",17,0,0,"Gathering",0,"nonlinear",TRUE,"P","standard_contxt"
"18",18,0,0,"Gathering",0,"nonlinear",TRUE,"P","standard_contxt"
"19",19,0,0,"Gathering",0,"nonlinear",TRUE,"P","standard_contxt"
"20",20,0,0,"Gathering",0,"nonlinear",TRUE,"P","standard_contxt"
"21",21,3.38078137553169e-10,0.0235439160779468,"Gathering",1,"linear",TRUE,"P","standard_contxt"
"22",22,8.5434078238318e-12,0.0640576842479289,"Gathering",1,"linear",TRUE,"P","standard_contxt"
"23",23,8.52191370185001e-12,0.0116101253510046,"Gathering",1,"linear",TRUE,"P","standard_contxt"
"24",24,2.05059325536156e-13,0.00110105805862608,"Gathering",1,"linear",TRUE,"P","standard_contxt"
"25",25,2.05923678917269e-15,0.0330361672838024,"Gathering",1,"linear",TRUE,"P","standard_contxt"
"26",26,8.98312607319998e-09,0.196133558797065,"Gathering",1,"linear",TRUE,"P","standard_contxt"
"27",27,5.5888976917716e-16,0.163453996154233,"Gathering",1,"linear",TRUE,"P","standard_contxt"
"28",28,2.27562935264506e-15,0.0214137316806165,"Gathering",1,"linear",TRUE,"P","standard_contxt"
"29",29,1.65217112992794e-12,0.0529176800975337,"Gathering",1,"linear",TRUE,"P","standard_contxt"
"30",30,5.88460839728266e-15,0.00631710364357444,"Gathering",1,"linear",TRUE,"P","standard_contxt"
"31",31,0,0.278779657357241,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"32",32,0,0.0648585709528924,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"33",33,0,0.00459030763933427,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"34",34,0,0.059669103527361,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"35",35,0,0.00105915952197516,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"36",36,0,0.000271926473071005,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"37",37,0,0.112903604657213,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"38",38,0,0.0148003906527647,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"39",39,0,0.00274759012947079,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"40",40,0,8.53695960682521e-05,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"41",41,8.67739701260941e-104,1.10108184205811e-38,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"42",42,1.34894437893547e-92,3.27073522487591e-27,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"43",43,5.50537542612543e-96,3.25436254173016e-39,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"44",44,1.56672343988309e-105,4.0710121386733e-29,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"45",45,9.29217242071812e-116,3.77409536582979e-34,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"46",46,6.90187615998272e-110,2.46060687321389e-31,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"47",47,4.3586098919675e-106,1.79694844720316e-34,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"48",48,3.3993112673036e-89,5.68105755196128e-29,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"49",49,9.11260586942543e-128,5.25406151659615e-37,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"50",50,2.37939367085412e-101,9.03099811133793e-38,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"51",51,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"52",52,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"53",53,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"54",54,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"55",55,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"56",56,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"57",57,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"58",58,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"59",59,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"60",60,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"61",61,8.3783541251306e-07,0.350516494652974,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"62",62,1.34109984074899e-08,0.145110332390342,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"63",63,9.46608184561842e-06,0.225302652348054,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"64",64,1.53509595767938e-07,0.781483841106834,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"65",65,0.000257644193580015,0.0606213934351092,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"66",66,1.37302540988764e-07,0.437046270070378,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"67",67,4.53175893933178e-08,0.346968244277902,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"68",68,3.07253549299553e-08,0.107708712545008,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"69",69,1.98092297569115e-06,0.164571853926309,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"70",70,7.34161697003153e-06,0.128344641088179,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"71",71,7.55558445364457e-07,0.227237559992549,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"72",72,8.12887531065343e-07,0.0278347522747002,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"73",73,1.63950331599771e-06,0.199989397869367,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"74",74,1.93724375507909e-06,0.267759708040911,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"75",75,0,0.0228067536737039,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"76",76,6.42661674638001e-06,0.133707668691385,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"77",77,1.99265929223813e-06,0.312284444830031,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"78",78,0.00049571927088965,0.545937838180074,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"79",79,0.000154300737513158,0.664311286938564,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"80",80,1.67160074279749e-05,0.62798275953555,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"81",21,1.09669817830129e-112,1.40206633956356e-33,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"82",22,2.220106112835e-124,9.62342412803714e-40,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"83",23,1.16440487382104e-121,5.0703832806072e-37,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"84",24,1.47031820792543e-111,9.42363397999122e-34,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"85",25,1.60353879418861e-126,5.07316908454017e-31,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"86",26,1.87715697651422e-125,4.4408531718547e-33,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"87",27,9.78564284240846e-140,1.02306014419704e-43,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"88",28,6.98997012997265e-117,3.02819994087945e-34,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"89",29,1.9636160796112e-136,3.26895030137669e-33,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"90",30,3.51691913136577e-141,1.1729735276825e-34,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"91",31,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"92",32,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"93",33,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"94",34,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"95",35,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"96",36,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"97",37,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"98",38,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"99",39,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"100",40,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"101",1,8.9622989277455e-13,0.157085404481408,"Gathering",1,"linear",TRUE,"fillP-P","control_context"
"102",2,4.41467309675587e-18,0.327560621079462,"Gathering",1,"linear",TRUE,"fillP-P","control_context"
"103",3,1.31576888949063e-14,0.320781054031955,"Gathering",1,"linear",TRUE,"fillP-P","control_context"
"104",4,2.22766353856266e-14,0.103427566666581,"Gathering",1,"linear",TRUE,"fillP-P","control_context"
"105",5,1.27091210565104e-14,0.255694642347201,"Gathering",1,"linear",TRUE,"fillP-P","control_context"
"106",6,1.05660913140396e-16,0.0338054929137074,"Gathering",1,"linear",TRUE,"fillP-P","control_context"
"107",7,3.57831819993337e-13,0.605938906146019,"Gathering",1,"linear",TRUE,"fillP-P","control_context"
"108",8,3.62707674256969e-14,0.0237059602448367,"Gathering",1,"linear",TRUE,"fillP-P","control_context"
"109",9,1.36881562242937e-12,0.284524934397458,"Gathering",1,"linear",TRUE,"fillP-P","control_context"
"110",10,1.24404526830674e-09,0.140881612780031,"Gathering",1,"linear",TRUE,"fillP-P","control_context"
"111",11,0,0.0759250464794418,"Gathering",1,"nonlinear",TRUE,"fillP-P","control_context"
"112",12,0,0.0891879421786053,"Gathering",1,"nonlinear",TRUE,"fillP-P","control_context"
"113",13,0,0.0234109979858242,"Gathering",1,"nonlinear",TRUE,"fillP-P","control_context"
"114",14,0,0.128420737734377,"Gathering",1,"nonlinear",TRUE,"fillP-P","control_context"
"115",15,0,0.000611419827849846,"Gathering",1,"nonlinear",TRUE,"fillP-P","control_context"
"116",16,0,0.00013476686535252,"Gathering",1,"nonlinear",TRUE,"fillP-P","control_context"
"117",17,0,0.00389650396647834,"Gathering",1,"nonlinear",TRUE,"fillP-P","control_context"
"118",18,0,0.00276096828036071,"Gathering",1,"nonlinear",TRUE,"fillP-P","control_context"
"119",19,0,0.000350895876579216,"Gathering",1,"nonlinear",TRUE,"fillP-P","control_context"
"120",20,0,0.00329901444413966,"Gathering",1,"nonlinear",TRUE,"fillP-P","control_context"
"121",21,5.41965540744225e-109,4.09163866828422e-23,"Hunting",0,"linear",TRUE,"fillQ-P","control_context"
"122",22,2.02550696011416e-117,2.15389426320132e-30,"Hunting",0,"linear",TRUE,"fillQ-P","control_context"
"123",23,5.95640437685505e-93,1.90124529607523e-20,"Hunting",0,"linear",TRUE,"fillQ-P","control_context"
"124",24,2.63534057019016e-111,1.14280830276073e-30,"Hunting",0,"linear",TRUE,"fillQ-P","control_context"
"125",25,2.76966616059446e-121,1.13087670465667e-25,"Hunting",0,"linear",TRUE,"fillQ-P","control_context"
"126",26,3.18963538096438e-98,6.96900847397003e-28,"Hunting",0,"linear",TRUE,"fillQ-P","control_context"
"127",27,1.59956085959888e-105,3.16635567724064e-26,"Hunting",0,"linear",TRUE,"fillQ-P","control_context"
"128",28,3.21519511493761e-100,6.50129811375337e-25,"Hunting",0,"linear",TRUE,"fillQ-P","control_context"
"129",29,4.03104201719297e-107,2.44129268936197e-26,"Hunting",0,"linear",TRUE,"fillQ-P","control_context"
"130",30,1.23252662208628e-100,1.31166659120054e-30,"Hunting",0,"linear",TRUE,"fillQ-P","control_context"
"131",31,0,0,"Hunting",0,"nonlinear",TRUE,"fillQ-P","control_context"
"132",32,0,0,"Hunting",0,"nonlinear",TRUE,"fillQ-P","control_context"
"133",33,0,0,"Hunting",0,"nonlinear",TRUE,"fillQ-P","control_context"
"134",34,0,0,"Hunting",0,"nonlinear",TRUE,"fillQ-P","control_context"
"135",35,0,0,"Hunting",0,"nonlinear",TRUE,"fillQ-P","control_context"
"136",36,0,0,"Hunting",0,"nonlinear",TRUE,"fillQ-P","control_context"
"137",37,0,0,"Hunting",0,"nonlinear",TRUE,"fillQ-P","control_context"
"138",38,0,0,"Hunting",0,"nonlinear",TRUE,"fillQ-P","control_context"
"139",39,0,0,"Hunting",0,"nonlinear",TRUE,"fillQ-P","control_context"
"140",40,0,0,"Hunting",0,"nonlinear",TRUE,"fillQ-P","control_context"
"141",21,0.000411301333194263,0.000408866482650001,"Hunting",1,"linear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"142",22,4.93719768825063e-06,0.419587496188873,"Hunting",1,"linear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"143",23,1.77097119450938e-05,0.800186158294327,"Hunting",1,"linear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"144",24,1.27345076102899e-05,0.360989307493493,"Hunting",1,"linear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"145",25,0.0267954966701522,0.646134537190823,"Hunting",1,"linear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"146",26,1.21276094058427e-05,0.185710934471983,"Hunting",1,"linear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"147",27,1.58239388646913e-07,0.450314943450566,"Hunting",1,"linear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"148",28,0.0277409719703823,0.0952627616396309,"Hunting",1,"linear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"149",29,1.76754485598079e-05,0.401581160436125,"Hunting",1,"linear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"150",30,3.59475140923053e-12,0.546306101822858,"Hunting",1,"linear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"151",31,8.22855789800458e-06,0.673161724630792,"Hunting",1,"nonlinear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"152",32,1.25067094342013e-06,0.0213108332060506,"Hunting",1,"nonlinear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"153",33,5.43762161608896e-06,0.0628859269104188,"Hunting",1,"nonlinear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"154",34,1.25149753099629e-05,0.614663722433681,"Hunting",1,"nonlinear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"155",35,0.000213792407725399,0.0165691311649306,"Hunting",1,"nonlinear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"156",36,2.64143033346098e-06,0.923964743547694,"Hunting",1,"nonlinear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"157",37,0.000115934956051,0.0906298857456223,"Hunting",1,"nonlinear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"158",38,0,0.437594518402431,"Hunting",1,"nonlinear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"159",39,9.02215760320013e-05,0.0172576060850298,"Hunting",1,"nonlinear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"160",40,0,0.289730072091307,"Hunting",1,"nonlinear",TRUE,"fillQfr-fillP-fillQ-P","control_context"
"161",1,0.169988850683767,0.0100018433049386,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"162",2,0.02329028275474,0.586240512063797,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"163",3,0.295643368753697,0.264220027270326,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"164",4,0.0421207511443829,0.128972918626752,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"165",5,0.137922031335802,0.0386444326753847,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"166",6,0.0470946937262165,0.49295909727504,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"167",7,0.542989935747382,0.948364650139313,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"168",8,0.00903196041009927,0.00279193419321664,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"169",9,0.392006289934431,0.745095648601702,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"170",10,0.0372545777124001,0.147833556800078,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"171",11,0.0109133682617563,0.00644953721964736,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"172",12,0.146837153999348,0,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"173",13,0.770280290416845,0.0734333841367668,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"174",14,0.484934367001057,0.0441022027695466,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"175",15,0.394662563514648,0.0139483126320499,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"176",16,0.61378715482931,0.00198185958014008,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"177",17,0.0328808986216247,4.26334255726468e-06,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"178",18,0.0834064178313262,1.70920901025329e-05,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"179",19,0.31629333089958,0.00137538995830599,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"180",20,0.283058189285719,1.60010452826542e-06,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"181",21,0.778086947235819,0.880477156311857,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"182",22,0.72411609583188,0.0601212719260437,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"183",23,0.0641988894444849,0.0855337014131235,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"184",24,0.26306281024787,0.736931289845147,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"185",25,0.0533667341572765,0.105574157200519,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"186",26,0.310468710492636,0.00814188274447888,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"187",27,0.774318289402234,0.278937853039852,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"188",28,0.322248639955429,0.619268222756675,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"189",29,0.977503302418501,0.198953829541993,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"190",30,0.655117018066588,0.548702244633065,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"191",31,0.165548466492542,0.174428631505594,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"192",32,0.0889568739496185,0.00857554171120578,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"193",33,0.00639712854538232,0.0231238011111536,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"194",34,0.17499989875292,0.00869705696812462,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"195",35,0.263325459192844,0.0417027761635798,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"196",36,0.590576102830583,0.0727419105067691,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"197",37,0.0423049437049394,0.0408383724065398,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"198",38,0.168357066302895,0.0791101181048084,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"199",39,0.0693790150997831,0.0182213428732599,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"200",40,0.0436379407071513,0.211351387906325,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
