"","surp_p_val","prev_surp_p_val","converged","has_preview_condition","reread_consecutive_condition","linear","additive_model"
"1",2.64202399356067e-11,3.40954881207119e-07,TRUE,"Gathering",11,"linear",TRUE
"2",1.080144569569e-16,0.0102862197200647,TRUE,"Gathering",11,"linear",TRUE
"3",2.24574777071322e-09,0.00862967621414878,TRUE,"Gathering",11,"linear",TRUE
"4",2.29284172766928e-12,3.2362164139969e-06,TRUE,"Gathering",11,"linear",TRUE
"5",2.62713507550048e-12,1.31373409911642e-05,TRUE,"Gathering",11,"linear",TRUE
"6",1.71412613054964e-12,4.40779451805609e-06,TRUE,"Gathering",11,"linear",TRUE
"7",8.21764147773030e-12,0.00012301076602427,TRUE,"Gathering",11,"linear",TRUE
"8",8.13970247329809e-10,5.46689379559895e-05,TRUE,"Gathering",11,"linear",TRUE
"9",4.55949564157021e-18,1.90078121003813e-07,TRUE,"Gathering",11,"linear",TRUE
"10",3.33853158016244e-14,0.00134418624133591,TRUE,"Gathering",11,"linear",TRUE
"11",0,0.00012813729720923,TRUE,"Gathering",11,"nonlinear",TRUE
"12",0,4.47256929720918e-05,TRUE,"Gathering",11,"nonlinear",TRUE
"13",4.47073374210127e-07,0.00016951619312694,TRUE,"Gathering",11,"nonlinear",TRUE
"14",0,0.00611754686503113,TRUE,"Gathering",11,"nonlinear",TRUE
"15",0,2.36357117205932e-06,TRUE,"Gathering",11,"nonlinear",TRUE
"16",0,0.00142745025504493,TRUE,"Gathering",11,"nonlinear",TRUE
"17",0,0.0125804399162822,TRUE,"Gathering",11,"nonlinear",TRUE
"18",0,5.06336036852906e-05,TRUE,"Gathering",11,"nonlinear",TRUE
"19",0,0,TRUE,"Gathering",11,"nonlinear",TRUE
"20",0,0.00113793574658172,TRUE,"Gathering",11,"nonlinear",TRUE
"21",6.4975156434142e-21,9.77279643220086e-05,TRUE,"Gathering",12,"linear",TRUE
"22",1.65998244951697e-26,7.42804475644006e-06,TRUE,"Gathering",12,"linear",TRUE
"23",6.2102130656111e-23,2.89894478657196e-09,TRUE,"Gathering",12,"linear",TRUE
"24",7.11783380591216e-23,2.19062146138698e-08,TRUE,"Gathering",12,"linear",TRUE
"25",4.00811147405304e-23,1.15533896406981e-05,TRUE,"Gathering",12,"linear",TRUE
"26",1.24986487433418e-29,0.000285096819354648,TRUE,"Gathering",12,"linear",TRUE
"27",3.67709624154534e-35,1.89953738358585e-06,TRUE,"Gathering",12,"linear",TRUE
"28",3.44040710516699e-21,5.06726828875885e-09,TRUE,"Gathering",12,"linear",TRUE
"29",3.38565926098132e-26,7.47268210455475e-05,TRUE,"Gathering",12,"linear",TRUE
"30",2.75283599164989e-31,6.36204267402482e-06,TRUE,"Gathering",12,"linear",TRUE
"31",0,8.37683921528498e-06,TRUE,"Gathering",12,"nonlinear",TRUE
"32",0,0.000500036904636403,TRUE,"Gathering",12,"nonlinear",TRUE
"33",0,4.06468036895369e-07,TRUE,"Gathering",12,"nonlinear",TRUE
"34",0,7.55886086855062e-05,TRUE,"Gathering",12,"nonlinear",TRUE
"35",0,0.000191459304875741,TRUE,"Gathering",12,"nonlinear",TRUE
"36",0,0.000263423281688491,TRUE,"Gathering",12,"nonlinear",TRUE
"37",0,1.55679188873492e-07,TRUE,"Gathering",12,"nonlinear",TRUE
"38",0,1.85692413445793e-06,TRUE,"Gathering",12,"nonlinear",TRUE
"39",0,8.87238558255898e-06,TRUE,"Gathering",12,"nonlinear",TRUE
"40",0,1.32835357413708e-06,TRUE,"Gathering",12,"nonlinear",TRUE
"41",1.59279552950195e-07,1.14035168961439e-05,TRUE,"Hunting",11,"linear",TRUE
"42",2.97971002543813e-09,0.0141621687799039,TRUE,"Hunting",11,"linear",TRUE
"43",5.62294092415842e-10,0.000451101162157656,TRUE,"Hunting",11,"linear",TRUE
"44",5.22877598794442e-10,0.000355332992637858,TRUE,"Hunting",11,"linear",TRUE
"45",1.06104698335387e-10,0.00380444325218977,TRUE,"Hunting",11,"linear",TRUE
"46",2.31607664165058e-08,1.06457503296809e-06,TRUE,"Hunting",11,"linear",TRUE
"47",4.17925196332775e-06,1.65437681494152e-06,TRUE,"Hunting",11,"linear",TRUE
"48",1.87454952473693e-07,1.22646976636906e-06,TRUE,"Hunting",11,"linear",TRUE
"49",6.28762261416402e-14,1.78273632418294e-05,TRUE,"Hunting",11,"linear",TRUE
"50",1.5196828653635e-15,0.000882129938367699,TRUE,"Hunting",11,"linear",TRUE
"51",0,6.62553833769008e-06,TRUE,"Hunting",11,"nonlinear",TRUE
"52",0,0.0568367033599076,TRUE,"Hunting",11,"nonlinear",TRUE
"53",0,0.000144571094330748,TRUE,"Hunting",11,"nonlinear",TRUE
"54",0.00132821113536163,8.10994978842627e-05,TRUE,"Hunting",11,"nonlinear",TRUE
"55",1.77850739867536e-05,0.0548768161829211,TRUE,"Hunting",11,"nonlinear",TRUE
"56",0.000139900527489967,0.0639021390347849,TRUE,"Hunting",11,"nonlinear",TRUE
"57",1.03738472839732e-06,3.98390418154815e-07,TRUE,"Hunting",11,"nonlinear",TRUE
"58",0,0.0111209441444917,TRUE,"Hunting",11,"nonlinear",TRUE
"59",1.12239644523005e-06,0.00134757376920691,TRUE,"Hunting",11,"nonlinear",TRUE
"60",0,0.00268292447615398,TRUE,"Hunting",11,"nonlinear",TRUE
"61",2.04878881566496e-07,0.0069858007519508,TRUE,"Hunting",12,"linear",TRUE
"62",5.0265122414026e-08,1.42500407347253e-05,TRUE,"Hunting",12,"linear",TRUE
"63",1.5761214327466e-09,0.00190250415072026,TRUE,"Hunting",12,"linear",TRUE
"64",1.84158617773387e-06,0.0101000383844176,TRUE,"Hunting",12,"linear",TRUE
"65",1.28866427250616e-06,0.00199088604163089,TRUE,"Hunting",12,"linear",TRUE
"66",1.96769553082672e-05,0.0104998751158955,TRUE,"Hunting",12,"linear",TRUE
"67",2.69433358698279e-08,0.00919281561712945,TRUE,"Hunting",12,"linear",TRUE
"68",1.22861016982864e-08,0.00248010736386509,TRUE,"Hunting",12,"linear",TRUE
"69",0.000158795828549199,0.0003210358938688,TRUE,"Hunting",12,"linear",TRUE
"70",0.000209921530588646,0.000903783008680727,TRUE,"Hunting",12,"linear",TRUE
"71",0.00240288531509525,0.0434229910485716,TRUE,"Hunting",12,"nonlinear",TRUE
"72",5.0769356351732e-06,0.00779403075981627,TRUE,"Hunting",12,"nonlinear",TRUE
"73",0.000172517118578686,0.00212299388759807,TRUE,"Hunting",12,"nonlinear",TRUE
"74",0.000100315819102137,0.00731397151366664,TRUE,"Hunting",12,"nonlinear",TRUE
"75",4.92899840887073e-07,0.00407852380524865,TRUE,"Hunting",12,"nonlinear",TRUE
"76",0,0.149251966141932,TRUE,"Hunting",12,"nonlinear",TRUE
"77",7.99930504730151e-05,0.000582353217260967,TRUE,"Hunting",12,"nonlinear",TRUE
"78",1.74118724655115e-06,0.00328702985618928,TRUE,"Hunting",12,"nonlinear",TRUE
"79",0.0054430581500125,0.00254572444808382,TRUE,"Hunting",12,"nonlinear",TRUE
"80",6.75611615624794e-06,0.000144807068217401,TRUE,"Hunting",12,"nonlinear",TRUE
